score,review
5,"grafik yg sangat bagus. TPI keseringan bug loading tiap menit. Skrng tambah gak jelas bug nya, banyak banget tiba"" layar hitamlah, gak bisa masuk ke game,"
2,"Grafik bagus, reward bagus, story bagus, sangat disayangkan sering bug / stak di loading screen, sering juga black screen. Jika sudah dibenahi akan ubah ke 5 star"
3,"Developer tolong lah perbaiki bug server atau bug apalah menganggu sekali, apalagi yg main di handphone, udah lah file download besar sering force close sendiri, kalian punya game ada komunitas nya jgn di rusak dong, padahal ini game bagus sebenernya, cuma hal kyk gini sangat merusak, ingat kalian ada dan berkembang, karna ada player"
3,"Masih banyak bug dan salah satu yang paling ganggu nya yaitu pas di lobby, pas lawan bos atau apapun pasti selalu aja ada loading di tengah dan itu sangat mengganggu sekali developer bahkan saya sekarang sangat susah untuk log in karena bug tersebu jadi mohon untuk di perbaiki yaa developer ""i hope the development read my criticism"""
5,"masukan aja buat gamenya untuk keseluruhan bagus tapi kalo bisa dari shadownya cukup jendralnya saja yang di keluarin jangan sama shadow kecil kecilnya karna bikin frame rate hp jadi turun dan pastinya, gameplay jadi tidak lancar karna berat di shadow kecil kecilnya dan satu lagi tolong di optimalkan lagi game agar lancar buat di mainkan. tolong di dengar saran player karna saya merasa senang dengan gamenya terimakasih"
3,"Gamenya bagus sebenarnya,story mantap,bansos bejibun dan movement charnya bagus parah.Tapi sangat disayangkan banyak bug di game ini seperti bug black screen dan stuck di loading sehingga saya harus relog terus menerus.Tolong diperbaiki ya netmarble"
5,"Game yg,mudah kualitas grafik yg ok bisa di atur tingkatan mode grafik...item yg mudah didapat...tapi utk harga paket atribut yg di tawarkan semoga lebih terjangkau...karena byk peminat tapi ga sanggup utk ambil paketany Garena mode game ini bertema saingan antar player apa lagi ada turnameny...biar tambah peminatnya semoga dplov bisa pertimbangkan untuk menurunkan,atau tawaran baru yg relatif mudah di jangkau.trima kasih"
2,"Gamenya bagus,, Cuman terkadang masih banyak bug kalau untuk d android. Yaa walaupun android ku kapasitas Ram 8GB+5GB sih. Mohon lebih diperhatikan lagi untuk para pengguna android."
3,"Download datanya gk nyaman, gk bisa background, risih sama video clipnya gk bisa disetting buat diganti ke gambar ajh gtuu, emngnya pas ngedownload data sambil kita lihat atau mainkan?? Dan suka stuck mulu sinyalnya gak lancar digw mahh, padahal digame lain lancar jaya jika download data ... Itu ajh sihh .. masukkannya plis bisa download dibackground atau engga yaa jangan kasih video clip nya dan itupun video sama diulang-ulang terus liatnya jadi risih wkwk ... Sorry"
1,"Awal instal 2024 bug nya banyak banget. Skrng 2025 coba lg instal udh agak mendingan walaupun masih stuck loading. Dan siapkan kesabaran anda jika masih mau main game ini. Karna msh ada bug dan sering stuck loading. Ada kemajuan sedikit utk team developer, semoga kedepan nya bisa lebih baik lagi"
5,"Game bagus story, fight dan alurnya akurat sama yg aslinya. Tambahan saran buat developernya tambahin dub jepang biar sama kyk di anime sama moga-moga lebih banyak device yg kompatibel dengan game ini, sayang aja game bagus yg bisa main terbatas device. Btw device poco F6 12/512 rata kanan gapernah frame drop"
4,Overall Gamplay bagus tapi suka stuk di loading padahal ping stabil.. mohon di perbaiki lagi gamenya udah bagus itung² sambil nunggu keluar episode animenya.. di adain grafiknya yang cocok buat hp kentang sekitar ram 6 Snapdragon 720 biar mainnya makin smoot lagi 🙏
3,"B3 aslinya mau b1 aja cuman gara"" gw suka sama manhwanya jadi gw kasih B3, kenapa mau b1? Karena bug loading screen gak pernah di fix. Buat user hp jadi kesel sendiri padahal pas liat orang main di PC lancar aja, tolong lah di fix bug stuck screen"
5,"Saran saya, berikan penanganan lebih terhadap bug dari game yang masih Sering kita jumpai, seperti loading pada game yang biasanya terhenti dan harus reloading lagi.. dan juga kendala saat membuka fitur yang sering muncul loading. Serta fitur yang kadang tidak terbuka seperti memasuki lobby guild ataupun lobby shadow yang kadang hanya muncul layar tampilan gelap."
1,"Game ini bagus cuman ada permasalahan di loading kadang setiap selesai main loading lama dan hanya black screen, mending optimasi game dulu sih buat dev nya kalo gamau makin hari makin sepi"
1,"Bug,stuck d lobby,stuck d screen loading,stuck setelah ngerjain story. Layar ny hitam aja pas stuck . Apalah ni bnyak bug. Perbaiki dahulu,nnti aku ksi bintang 5 jika sudah d perbaiki"
1,"Tolong lah Bugnya di perhatikan, kadang gameplay nya udah mulai loading screen nya masih ada, udah gitu pas mau finishing bos nya malah ngebug gila2an.. game ini bagus min aku baca komiknya udah 2x tamat bug mu belum2 aja di tamatin"
2,"Untuk depelover, tolong saya. Saya sudah mendownload sekitar 6000mb tp tiba-tiba Semua nya lenyap, padahal saya sudah sangat excited, tapi tiba tiba semua nya hilang, (saya sudah menunggudownloadnya sekitar 3-5), saya agak sedikit kecewa jadi saya akan memberikan 2 bintang untuk saat ini."
4,"Gamenya udh bagus, tapi ada masalah dimana setiap mau ke dungeon/masuk ke misi,pas loading terakhir malah berhenti,tolong perbaiki bug/kerusakan yang begitu"
1,"Bug black screen selalu muncul setiap kali akan memasuki misi di gate, hal ini sangat meresahkan para pemain. Tolong segera diperbaiki, game play nyaman, grafik mantap lah. Ditunggu updatenya perbaikannya. Semangat 💪🏾💪🏾💪🏾"
1,"Untuk developer tolong perbaiki di battle saat loading, karena macet terus, kalau bisa tidak usah di beri loading karena mengganggu kenyamanan bermain, player. Capek ketika loading macet malah main buka aplikasi awal lagi."
4,"Untuk developer saya minta tolong untuk di perbaiki lagi bug atau crash di dalam game ny, terkadang lagi asik main tiba² nyetak suara doang dan g bisa gerak, padahal spesifikasi hp udah mempuni jaringan juga kuat cuma main game ini kenapa kayak hilang gitu jaringan ny pas aku coba apk lain lancar bngt g ad Kendala mohon di perbaiki"
2,"sbnernya dah bagus bngt dari segi gameplay dan efek cmn sangat disayangkan masi banyak bug yg mengganggu bngt player buat lebih have fun, pdhl udah update kirain bug udh di fix tapi masi aja blom hdeh develop gmna nih.... kesel rasanya saya setiap main selalu ada bug!!!"
5,Keren gamenya. . sdkit saran aja tolong banyakin event untuk coinya soalnya saya selalu saja kurang coin untuk upgrade senjata itu aja sih... selebihnya game play sama gratik nya mantap jiwa... sukses aja buat yg bikin game ini
2,Loading nya lambat banget padahal hp lancar2 aja koneksi sama juga dan pengunduhan file begitu lama 3-4 jam baru selesai dan ketika gak sengaja keluar ke ulang pengunduran nya saya lebih suka versi dulu loading cepat pengunduran cepat pokoknya mantap dulu tapi sekarang seperti apa ini tolong developer nya perbaiki
1,"Dari grafik sudah bagus dan di hp ku nggak ada frame cuma untuk bug, loading lama/nggak bisa sama sekali, layar hitam, Masi ada banyak lagi tolong di perbaiki developer"
5,"Untuk game nya udah bagus cuman untuk game nya masih berat di perangkat android,waktu main game yang lain lancar-lancar saja,jadi tolong dioptimalkan lagi gamenya biar kita nyaman untuk memainkannya.Saya mohon tolong ditanggapi ulasan dari saya terimakasih"
3,"Ayolah netmarble jangan bercanda, ketika download file patch, sebesarr 7gb, sudah sampai 5gb, kenapa harus ada masalah dalam file patch, dan harus mengunduh dari awal lagi, ini kan rugi... tolonglah di perbaiki lagi"
3,"game seru, tapi tolong perbaiki bug dan erornya dong , inisaya pertama kali dari semua game yang gua mainin seumur gua untuk kritik developer nya untuk perbaiki game , sebab jujur ini game seru🙏tolong untuk def nya mohon untuk diperbaiki lagi"
5,"W udah main nih game di HP dan PC dua2nya lancar setting mentok kanan, tapi liat rating game yang cuman 3.5 aneh sih eh pas dibaca2 ternyata yang komen kebanyakan karena device gak mampu atau mental gratisan gak mau berjuang, jadi game nya sih oke cuman player2 indo aja banyak yang manja dan banyak yang gak sadar bahwa device nya yang bermasalah bukan game nya 🤣🤣"
1,"udah makin kebanyakan ni bug nya game penuh dengan bug,black screen,loading terlalu lama,tidak mau login,karakter menghilang,rendering warna nya pecah,tiba tiba loading pas lagi main,tolong dong di fix ini saya mau serius sama ni game mana kena ban lagi padahal ga ada ngapa ngapain"
5,"Nice banget NetMarble Gw suka sama nih game,no bug² GK ada black screen,buat kalian kalo main nih game black screen itu chipset kalian kali, soalnya gw main pake hp yang chipset Qualcomm Snapdragon 8s gen 3, gak ada tuh black screen² atau bug² lain yang jelas kalo mau lancar main nih game 1.chipset harus garang|2.jaringan lancar|3.baterai 30% keatas atau main pas malam"
3,"Itu bug loading screen nya dari awal rilis sampai sekarang belum di perbaiki udah berapa kali update belum bagus , banyak juga bug bug belum di perbaiki dari awal rilis, masa fokus ke event bukan ke gameplay"
1,"Game patah-patah kadang freeze itu sudah pakai low grafik masih aja patah-patah,rate SSR terlalu sulit di dapatkan 80/1 sedangkan dapat SSR duplikat cuma tambah power 1-3k,hadeh game gila developernya gila game banyak bug ga di benerin malah nambah character Mulu sama skin gak jelas."
1,"Gamenye seru,enak,tapi sayang bug sistemnya sampe skrng belom di perbaiki. Gw sebagai player kecewa main dari awal release sampe skrng gw kena ban yang dimana bukan kesalahan gw sendiri. Tolong lah dev perbaiki itu sistemnya jangan rugiin player yg udh abisin waktu setiap hari buat ini game teryata ujung2nya kena ban ngasal begini"
1,"Game bagus tapi sayangnya koneksi ke server sangat busuk, loading mulu. Padahal pake wifi 100 Mbps, Device Xiaomi 14T Pro & Iqoo 13, nonton video 4k lancar, bahkan ga ada kendala sama sekali kalau main game lain. Sayang banget potensinya kebuang, padahal harusnya game ini bisa bersaing dengan game gacha mobile papan atas yg lain."
5,"Masterpiece, luar biasa, game nya bagus dengan cara bermain yang asik, oh iya, saran saya, kalau mau upgrade pasukan shadow, itu dipermudah sedikit, karena sedikit kesusahan untuk sebagian orang.. terimakasih.."
5,Dari segi sudah lumayan bagus dan enak untuk di mainkan menurut saya kekurangannya cuma di loading saat log in banyak banget dan untuk lanjut stage berikutnya lama banget mohon untuk developer untuk mempermudah saat loading terima kasih
5,"Game Ter seru menurut ku, karena aku ingikutin alur cerita game ini juga dan nonton anime nya jadi berasa banget feelnya. Dan untuk teman² yang ingin bermain secara lancar tanpa ada fps drop, ku saranin pakai device HP ram 8 dengan prosesor yang mempuni. Overall ini game seru dan ramah f2p jika kamu suka farm setiap harinya, dan kumpulin tikect or diamond buat gacha character. Rate gacha nya juga bagus ko ga ampas² banget lah ya. Semoga kedepannya makin banyak event gratis di game ini.👍🏻"
5,"Game sebagus ini banyak yang komen n kasih bintang 1. Grafis ada pilihannya kalau ngelag. Storynya sesuai manga n filmnya, grafis TOP lah, ga susah dimainin."
2,Dear admin tolong dong bug nya di perbaiki ini di update ko malah jadi bug yang ngerugiin player ya Tolong dong masa setelah update tadi ko malah skil QTE seoung jinwo gak bisa di pake padahal syarat pemantik skil nya udah cocok tapi ko GK keluar keluar tombol skill QTE nya rugi dong itu skil sangat penting sekali mohon dong min di perbaiki saya jadi kecewa nih gara2 update barusan
1,"Game gak jelas, padahal gara"" bug koneksi internet terputus Imbasnya akun saya dikira ngecheat Padahal saya main biasa,gak ada ngecheat,tapi sistem game nya mengira saya cheat Padahal setiap main koneksi internet selalu terputus,dan gameplay-nya jadi cepat"
5,"Gamenya udah bagus dan gk kikir🗿, tapi tolong utk di optimalkan lgi di ram 12gb masi ada kendala lag. Tolong utk sebesar""nya utk dibikin lebih ringan biar makin bagus 👍👍"
2,Pas di update ke terbaru malah nyusahin buat main. Tombol skill qte ilang. Urutan Ganti atribut juga ilang malah pakai mode preset. Asli nyusahin player ini nah. Kecewa
1,baru main lagi coba konten baru ee udah selesai capter baru tiba tiba dapat notif terdeteksi gameplay yang tidak normal padhal dari awal main gak pernah pake pihak ke 3 bisa bisa kayak gitu auto hapus lagi game sampah
5,Semua nya bagus mulai dari awal cerita hingga akhir lengkap senjata nya bagus bagus tapi terdapat beberapa character/senjata yang bukan dari solo leveling yang membikin game menjadi campur aduk
3,"Game bug GK jelas habis battle di loading GK jelas GK kelar"" tu loading game nya bikin malaass main aja, kalo GK di perbaiki bisa"" player nya pada kabur tu, engk sedikit yg mengalami bug seperti ini, tolong di perbaiki secepatnya nya"
2,saran aku sih mending kalian gak perlu download ini gamenya biar nanti kalian gak nyesel aku kasih tau karna udah download terus login ee pas login unduhan filenya bukan kaleng² masalah aku bukan di unduhan filenya tapi di waktu unduhan filenya itu bikin BT 8000 mb unduhan di bagi/2 yang pertama 1103 mb sisanya bilang udah di game baru unduh lagi pas selesai unduh yg 1000mb tau²nya lanjutin yg sisanya dong 7000mb lebih udah waktu selesai unduhan yg 1000mb hampir 3 jam baru selesai gimana yg 7000
5,Game nya buaagus bangettt event nya banyak dan bagus² tapi sayng game nya lumayan berat banget sihhh untuk yang kentang ² kalo bisa di ringan kan sedikit lagi mungkin bisa jadi top game hehehe
1,"Setelah saya update game nya karena ada pembaruan...sudah tidak bisa login lagi...layar cuma menunjukkan Unduhan 100% terus padahal sbelum di update ada tulisan ""sentuh layar"""
1,"Kesan pertama gw terhadap game ini adalah jelek, jelek parah gk pernah gw Nemu game se jelek ini selama main game online, maksudnya apaan coba pas pertama kali download sering nge stuck di loading screen trus juga download data gk bisa di latar belakang di kira enak kali setengah jam nunggu dalam game cuman buat download data gara gara gk bisa download data di latar belakang, game jelek game jelek"
1,Baru sebentar main Skill ultimate tersedia terus tidak bisa ngapa-ngapain! Masi petunjuk sudah stuck!! Pokoknya muncul notif tombol pasti stuck!
2,"satu hal saya kurang suka dari game ini, pasti tiap kali habis update itu pasti ada aja bug load screen, sampai beberapa hari ngga bisa login, tolong lah developer nya saya pen main loh"
1,"payah nih game sudah install 3 kali, sempat bisa main sekali, pas mau main lagi keluar notif penyimpanan kurang padahal penyimpanan yang tersisa masih 20 GB hadeuhhhh...."
