instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat,hr_cat
161,2011-01-07,1,0,1,23,0,5,1,2,7,10,51,11,1,14,15,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
162,2011-01-08,1,0,1,0,0,6,0,2,7,10,51,11,1,24,25,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
163,2011-01-08,1,0,1,1,0,6,0,2,7,11,55,6,1,15,16,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
164,2011-01-08,1,0,1,2,0,6,0,2,7,12,55,0,3,13,16,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
165,2011-01-08,1,0,1,3,0,6,0,3,7,10,55,11,0,7,7,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Night
166,2011-01-08,1,0,1,4,0,6,0,3,7,10,55,11,0,1,1,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Night
167,2011-01-08,1,0,1,5,0,6,0,2,7,8,74,11,0,5,5,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
168,2011-01-08,1,0,1,6,0,6,0,2,7,8,74,11,0,2,2,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
169,2011-01-08,1,0,1,7,0,6,0,2,7,9,74,7,1,8,9,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
170,2011-01-08,1,0,1,8,0,6,0,3,7,9,93,7,0,15,15,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Morning
171,2011-01-08,1,0,1,9,0,6,0,3,7,9,93,7,0,20,20,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Morning
172,2011-01-08,1,0,1,10,0,6,0,2,7,10,80,11,5,56,61,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
173,2011-01-08,1,0,1,11,0,6,0,2,8,9,69,26,2,60,62,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
174,2011-01-08,1,0,1,12,0,6,0,2,8,9,59,24,8,90,98,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
175,2011-01-08,1,0,1,13,0,6,0,1,8,9,44,22,7,95,102,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
176,2011-01-08,1,0,1,14,0,6,0,1,8,8,32,33,12,83,95,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
177,2011-01-08,1,0,1,15,0,6,0,1,8,8,32,30,5,69,74,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
178,2011-01-08,1,0,1,16,0,6,0,1,7,7,29,30,8,68,76,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
179,2011-01-08,1,0,1,17,0,6,0,1,7,6,37,37,5,64,69,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
180,2011-01-08,1,0,1,18,0,6,0,1,6,6,39,20,3,52,55,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
181,2011-01-08,1,0,1,19,0,6,0,1,6,6,36,17,4,26,30,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
182,2011-01-08,1,0,1,20,0,6,0,1,5,6,36,17,0,28,28,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
183,2011-01-08,1,0,1,21,0,6,0,1,5,5,39,24,2,35,37,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
184,2011-01-08,1,0,1,22,0,6,0,1,5,5,36,26,1,33,34,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
185,2011-01-08,1,0,1,23,0,6,0,1,4,3,39,30,0,22,22,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
186,2011-01-09,1,0,1,0,0,0,0,1,4,4,42,26,1,24,25,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
187,2011-01-09,1,0,1,1,0,0,0,1,4,3,42,31,0,12,12,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
188,2011-01-09,1,0,1,2,0,0,0,1,4,3,46,31,0,11,11,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
189,2011-01-09,1,0,1,3,0,0,0,1,4,4,46,28,0,4,4,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
190,2011-01-09,1,0,1,4,0,0,0,1,3,5,53,13,0,1,1,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
191,2011-01-09,1,0,1,5,0,0,0,1,3,5,53,13,0,1,1,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
192,2011-01-09,1,0,1,6,0,0,0,1,4,5,49,19,0,1,1,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
193,2011-01-09,1,0,1,7,0,0,0,1,3,5,53,13,1,5,6,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
194,2011-01-09,1,0,1,8,0,0,0,1,4,5,49,19,0,10,10,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
195,2011-01-09,1,0,1,9,0,0,0,1,5,4,46,35,0,19,19,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
196,2011-01-09,1,0,1,10,0,0,0,1,6,5,43,26,0,49,49,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
197,2011-01-09,1,0,1,11,0,0,0,1,7,6,40,35,2,47,49,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
198,2011-01-09,1,0,1,12,0,0,0,1,7,7,37,30,4,79,83,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
199,2011-01-09,1,0,1,13,0,0,0,1,8,8,34,30,6,69,75,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
200,2011-01-09,1,0,1,14,0,0,0,1,9,9,32,31,8,64,72,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
201,2011-01-09,1,0,1,15,0,0,0,1,9,10,35,24,5,77,82,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
202,2011-01-09,1,0,1,16,0,0,0,1,8,8,34,30,13,79,92,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
203,2011-01-09,1,0,1,17,0,0,0,1,7,8,37,26,3,59,62,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
204,2011-01-09,1,0,1,18,0,0,0,1,7,7,40,22,4,44,48,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
205,2011-01-09,1,0,1,19,0,0,0,1,7,7,43,22,1,40,41,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
206,2011-01-09,1,0,1,20,0,0,0,1,6,6,46,17,0,38,38,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
207,2011-01-09,1,0,1,21,0,0,0,1,6,5,46,28,1,19,20,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
208,2011-01-09,1,0,1,22,0,0,0,1,6,6,46,20,5,10,15,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
209,2011-01-09,1,0,1,23,0,0,0,1,5,7,50,13,0,6,6,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
210,2011-01-10,1,0,1,0,0,1,1,1,5,6,50,19,2,3,5,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
211,2011-01-10,1,0,1,1,0,1,1,1,5,6,50,19,1,0,1,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
212,2011-01-10,1,0,1,2,0,1,1,1,5,6,50,15,0,3,3,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
213,2011-01-10,1,0,1,3,0,1,1,1,5,6,50,15,0,1,1,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
214,2011-01-10,1,0,1,4,0,1,1,1,4,6,54,9,1,2,3,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
215,2011-01-10,1,0,1,5,0,1,1,1,4,5,54,17,0,3,3,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
216,2011-01-10,1,0,1,6,0,1,1,1,5,6,50,19,0,31,31,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
217,2011-01-10,1,0,1,7,0,1,1,1,5,6,50,15,2,75,77,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
218,2011-01-10,1,0,1,8,0,1,1,2,5,6,50,19,4,184,188,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
219,2011-01-10,1,0,1,9,0,1,1,2,6,6,50,17,2,92,94,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
220,2011-01-10,1,0,1,10,0,1,1,2,6,6,50,20,0,31,31,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
221,2011-01-10,1,0,1,11,0,1,1,2,7,7,47,19,2,28,30,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
222,2011-01-10,1,0,1,12,0,1,1,2,8,9,40,19,5,47,52,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
223,2011-01-10,1,0,1,13,0,1,1,2,8,9,40,19,4,50,54,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
224,2011-01-10,1,0,1,14,0,1,1,2,8,10,40,15,0,47,47,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
225,2011-01-10,1,0,1,15,0,1,1,2,8,10,40,15,2,43,45,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
226,2011-01-10,1,0,1,16,0,1,1,1,8,11,40,9,4,70,74,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
227,2011-01-10,1,0,1,17,0,1,1,1,8,11,40,7,4,174,178,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
228,2011-01-10,1,0,1,18,0,1,1,1,8,10,40,15,1,154,155,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
229,2011-01-10,1,0,1,19,0,1,1,1,7,8,47,11,3,92,95,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
230,2011-01-10,1,0,1,20,0,1,1,1,7,8,50,11,1,73,74,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
231,2011-01-10,1,0,1,21,0,1,1,1,6,7,59,13,1,37,38,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
232,2011-01-10,1,0,1,22,0,1,1,1,6,8,59,11,2,22,24,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
233,2011-01-10,1,0,1,23,0,1,1,1,6,8,59,11,0,18,18,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
234,2011-01-11,1,0,1,0,0,2,1,1,6,8,59,7,2,10,12,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
235,2011-01-11,1,0,1,1,0,2,1,1,6,8,59,11,0,3,3,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
236,2011-01-11,1,0,1,2,0,2,1,2,7,8,55,13,0,3,3,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
237,2011-01-11,1,0,1,5,0,2,1,2,7,9,55,9,0,6,6,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
238,2011-01-11,1,0,1,6,0,2,1,2,7,9,55,9,0,27,27,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
239,2011-01-11,1,0,1,7,0,2,1,2,7,11,55,0,2,97,99,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
240,2011-01-11,1,0,1,8,0,2,1,2,7,11,51,6,3,214,217,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
241,2011-01-11,1,0,1,9,0,2,1,2,7,10,51,11,3,127,130,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
242,2011-01-11,1,0,1,10,0,2,1,2,8,11,51,11,3,51,54,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
243,2011-01-11,1,0,1,11,0,2,1,2,8,11,47,9,4,31,35,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
244,2011-01-11,1,0,1,12,0,2,1,2,8,11,51,7,2,55,57,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
245,2011-01-11,1,0,1,13,0,2,1,2,8,11,59,6,6,46,52,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
246,2011-01-11,1,0,1,14,0,2,1,2,8,11,59,6,3,60,63,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
247,2011-01-11,1,0,1,15,0,2,1,2,7,10,80,6,2,45,47,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Noon
248,2011-01-11,1,0,1,16,0,2,1,2,7,8,86,15,4,72,76,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Afternoon
249,2011-01-11,1,0,1,17,0,2,1,2,7,8,86,15,6,130,136,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Afternoon
250,2011-01-11,1,0,1,18,0,2,1,3,7,9,93,7,1,94,95,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Afternoon
251,2011-01-11,1,0,1,19,0,2,1,3,7,11,93,0,0,51,51,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Evening
252,2011-01-11,1,0,1,20,0,2,1,3,7,8,93,13,0,32,32,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Evening
253,2011-01-11,1,0,1,21,0,2,1,3,7,10,86,6,0,20,20,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Evening
254,2011-01-11,1,0,1,22,0,2,1,3,7,9,93,7,1,28,29,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Evening
255,2011-01-11,1,0,1,23,0,2,1,3,7,10,93,6,1,18,19,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Night
256,2011-01-12,1,0,1,0,0,3,1,2,7,10,86,6,0,7,7,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
257,2011-01-12,1,0,1,1,0,3,1,2,7,9,86,7,0,6,6,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
258,2011-01-12,1,0,1,2,0,3,1,1,6,8,86,9,0,1,1,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
259,2011-01-12,1,0,1,5,0,3,1,1,6,8,86,11,0,5,5,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
260,2011-01-12,1,0,1,6,0,3,1,1,5,8,93,9,0,16,16,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
261,2011-01-12,1,0,1,7,0,3,1,1,6,8,69,9,0,54,54,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
262,2011-01-12,1,0,1,8,0,3,1,1,7,8,59,11,3,125,128,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
263,2011-01-12,1,0,1,9,0,3,1,1,7,7,59,22,3,78,81,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
264,2011-01-12,1,0,1,10,0,3,1,1,7,9,55,15,0,39,39,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
265,2011-01-12,1,0,1,11,0,3,1,1,8,9,51,26,3,32,35,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
266,2011-01-12,1,0,1,12,0,3,1,1,8,8,47,39,3,52,55,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
267,2011-01-12,1,0,1,13,0,3,1,1,9,10,44,24,0,49,49,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
268,2011-01-12,1,0,1,14,0,3,1,1,8,9,47,22,0,44,44,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
269,2011-01-12,1,0,1,15,0,3,1,1,8,8,47,28,1,48,49,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
270,2011-01-12,1,0,1,16,0,3,1,1,9,10,44,22,5,63,68,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
271,2011-01-12,1,0,1,17,0,3,1,1,8,9,47,24,0,139,139,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
272,2011-01-12,1,0,1,18,0,3,1,1,8,8,47,35,2,135,137,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
273,2011-01-12,1,0,1,19,0,3,1,1,7,8,47,28,1,82,83,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
274,2011-01-12,1,0,1,20,0,3,1,1,7,7,50,22,2,54,56,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
275,2011-01-12,1,0,1,21,0,3,1,1,7,7,55,22,0,57,57,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
276,2011-01-12,1,0,1,22,0,3,1,1,7,6,55,30,1,32,33,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
277,2011-01-12,1,0,1,23,0,3,1,1,6,5,59,28,1,19,20,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
278,2011-01-13,1,0,1,0,0,4,1,1,6,6,59,19,1,6,7,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
279,2011-01-13,1,0,1,1,0,4,1,1,6,6,50,19,0,2,2,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
280,2011-01-13,1,0,1,2,0,4,1,1,6,6,50,24,0,2,2,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
281,2011-01-13,1,0,1,3,0,4,1,1,6,6,50,22,0,3,3,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
282,2011-01-13,1,0,1,4,0,4,1,1,6,6,50,17,0,4,4,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
283,2011-01-13,1,0,1,5,0,4,1,1,6,6,50,20,0,3,3,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
284,2011-01-13,1,0,1,6,0,4,1,1,5,8,54,9,0,28,28,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
285,2011-01-13,1,0,1,7,0,4,1,1,5,8,54,9,0,72,72,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
286,2011-01-13,1,0,1,8,0,4,1,1,6,7,50,13,5,197,202,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
287,2011-01-13,1,0,1,9,0,4,1,1,6,6,50,22,2,137,139,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
288,2011-01-13,1,0,1,10,0,4,1,2,7,7,50,24,2,36,38,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
289,2011-01-13,1,0,1,11,0,4,1,2,8,8,44,30,4,33,37,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
290,2011-01-13,1,0,1,12,0,4,1,1,8,8,44,28,3,49,52,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
291,2011-01-13,1,0,1,13,0,4,1,1,9,10,41,30,2,81,83,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
292,2011-01-13,1,0,1,14,0,4,1,1,9,10,41,26,3,39,42,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
293,2011-01-13,1,0,1,15,0,4,1,1,10,11,38,20,5,55,60,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
294,2011-01-13,1,0,1,16,0,4,1,1,10,11,38,24,2,76,78,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
295,2011-01-13,1,0,1,17,0,4,1,1,8,9,40,19,4,158,162,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
296,2011-01-13,1,0,1,18,0,4,1,1,8,9,40,22,3,141,144,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
297,2011-01-13,1,0,1,19,0,4,1,1,7,8,47,17,1,98,99,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
298,2011-01-13,1,0,1,20,0,4,1,1,7,8,47,15,0,64,64,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
299,2011-01-13,1,0,1,21,0,4,1,1,6,6,46,20,0,40,40,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
300,2011-01-13,1,0,1,22,0,4,1,1,6,6,46,22,0,30,30,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
301,2011-01-13,1,0,1,23,0,4,1,1,5,7,50,13,1,14,15,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
302,2011-01-14,1,0,1,0,0,5,1,1,5,7,50,13,0,14,14,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
303,2011-01-14,1,0,1,1,0,5,1,1,4,6,54,11,0,5,5,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
304,2011-01-14,1,0,1,2,0,5,1,1,4,6,54,9,0,1,1,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
305,2011-01-14,1,0,1,3,0,5,1,1,4,7,54,7,0,1,1,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
306,2011-01-14,1,0,1,5,0,5,1,1,4,7,54,6,0,8,8,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
307,2011-01-14,1,0,1,6,0,5,1,1,4,9,54,0,0,17,17,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
308,2011-01-14,1,0,1,7,0,5,1,1,4,6,74,11,0,70,70,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
309,2011-01-14,1,0,1,8,0,5,1,1,5,8,68,0,2,156,158,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
310,2011-01-14,1,0,1,9,0,5,1,1,6,8,69,9,0,117,117,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
311,2011-01-14,1,0,1,10,0,5,1,1,7,9,55,13,4,40,44,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
312,2011-01-14,1,0,1,11,0,5,1,1,7,8,51,19,6,47,53,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
313,2011-01-14,1,0,1,12,0,5,1,1,8,10,44,17,2,59,61,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
314,2011-01-14,1,0,1,13,0,5,1,1,9,10,37,26,4,73,77,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
315,2011-01-14,1,0,1,14,0,5,1,1,9,11,41,19,5,59,64,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
316,2011-01-14,1,0,1,15,0,5,1,1,10,12,38,11,9,59,68,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Noon
317,2011-01-14,1,0,1,16,0,5,1,1,9,12,41,7,3,87,90,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
318,2011-01-14,1,0,1,17,0,5,1,1,9,11,41,11,4,155,159,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
319,2011-01-14,1,0,1,18,0,5,1,1,8,13,47,0,5,134,139,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Afternoon
320,2011-01-14,1,0,1,19,0,5,1,1,7,10,59,6,3,89,92,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
321,2011-01-14,1,0,1,20,0,5,1,1,7,12,59,0,0,68,68,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
