instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat
669,2012-10-30,4,1,10,0,2,1,2,13,15,83,14,87,1009,1096,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
670,2012-10-31,4,1,10,0,3,1,2,15,18,67,11,419,5147,5566,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
671,2012-11-01,4,1,11,0,4,1,2,15,18,58,11,466,5520,5986,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
672,2012-11-02,4,1,11,0,5,1,1,15,18,52,18,618,5229,5847,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
673,2012-11-03,4,1,11,0,6,0,2,14,16,49,18,1029,4109,5138,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
674,2012-11-04,4,1,11,0,0,0,1,13,16,53,12,1201,3906,5107,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
675,2012-11-05,4,1,11,0,1,1,1,13,15,49,16,378,4881,5259,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
676,2012-11-06,4,1,11,0,2,1,1,12,14,57,12,466,5220,5686,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
677,2012-11-07,4,1,11,0,3,1,2,12,14,55,20,326,4709,5035,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
678,2012-11-08,4,1,11,0,4,1,1,14,17,33,23,340,4975,5315,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
679,2012-11-09,4,1,11,0,5,1,1,15,18,54,14,709,5283,5992,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
680,2012-11-10,4,1,11,0,6,0,1,16,20,65,4,2090,4446,6536,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
681,2012-11-11,4,1,11,0,0,0,1,17,21,66,9,2290,4562,6852,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
682,2012-11-12,4,1,11,1,1,0,1,20,24,74,12,1097,5172,6269,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
683,2012-11-13,4,1,11,0,2,1,2,14,16,66,23,327,3767,4094,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
684,2012-11-14,4,1,11,0,3,1,1,12,14,55,13,373,5122,5495,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
685,2012-11-15,4,1,11,0,4,1,2,13,16,62,10,320,5125,5445,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
686,2012-11-16,4,1,11,0,5,1,1,14,17,52,11,484,5214,5698,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
687,2012-11-17,4,1,11,0,6,0,1,13,16,55,12,1313,4316,5629,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
688,2012-11-18,4,1,11,0,0,0,1,14,17,69,15,922,3747,4669,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
689,2012-11-19,4,1,11,0,1,1,2,16,19,62,16,449,5050,5499,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
690,2012-11-20,4,1,11,0,2,1,2,15,19,68,6,534,5100,5634,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
691,2012-11-21,4,1,11,0,3,1,1,14,18,61,7,615,4531,5146,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
692,2012-11-22,4,1,11,1,4,0,1,14,18,58,4,955,1470,2425,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
693,2012-11-23,4,1,11,0,5,1,1,15,19,57,10,1603,2307,3910,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
694,2012-11-24,4,1,11,0,6,0,1,11,12,40,25,532,1745,2277,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
695,2012-11-25,4,1,11,0,0,0,1,10,13,47,10,309,2115,2424,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
696,2012-11-26,4,1,11,0,1,1,1,13,17,54,3,337,4750,5087,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
697,2012-11-27,4,1,11,0,2,1,2,12,14,79,16,123,3836,3959,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
698,2012-11-28,4,1,11,0,3,1,1,12,14,51,14,198,5062,5260,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
699,2012-11-29,4,1,11,0,4,1,1,12,15,56,8,243,5080,5323,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
700,2012-11-30,4,1,11,0,5,1,1,12,16,65,4,362,5306,5668,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
701,2012-12-01,4,1,12,0,6,0,2,12,16,81,4,951,4240,5191,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
702,2012-12-02,4,1,12,0,0,0,2,14,18,82,8,892,3757,4649,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
703,2012-12-03,4,1,12,0,1,1,1,19,23,77,6,555,5679,6234,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
704,2012-12-04,4,1,12,0,2,1,1,20,23,73,12,551,6055,6606,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
705,2012-12-05,4,1,12,0,3,1,1,18,21,48,22,331,5398,5729,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
706,2012-12-06,4,1,12,0,4,1,1,10,13,51,12,340,5035,5375,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
707,2012-12-07,4,1,12,0,5,1,2,13,16,76,9,349,4659,5008,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
708,2012-12-08,4,1,12,0,6,0,2,16,19,91,7,1153,4429,5582,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
709,2012-12-09,4,1,12,0,0,0,2,16,20,91,11,441,2787,3228,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
710,2012-12-10,4,1,12,0,1,1,2,18,22,92,13,329,4841,5170,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
711,2012-12-11,4,1,12,0,2,1,2,14,17,60,20,282,5219,5501,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
712,2012-12-12,4,1,12,0,3,1,2,12,15,54,11,310,5009,5319,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
713,2012-12-13,4,1,12,0,4,1,1,12,15,49,12,425,5107,5532,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
714,2012-12-14,4,1,12,0,5,1,1,12,15,64,9,429,5182,5611,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
715,2012-12-15,4,1,12,0,6,0,1,13,17,65,7,767,4280,5047,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
716,2012-12-16,4,1,12,0,0,0,2,15,18,84,7,538,3248,3786,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
717,2012-12-17,4,1,12,0,1,1,2,16,20,91,7,212,4373,4585,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
718,2012-12-18,4,1,12,0,2,1,1,17,20,67,15,433,5124,5557,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
719,2012-12-19,4,1,12,0,3,1,1,14,17,63,12,333,4934,5267,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
720,2012-12-20,4,1,12,0,4,1,2,14,17,67,9,314,3814,4128,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
721,2012-12-21,1,1,12,0,5,1,2,13,15,56,25,221,3402,3623,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
722,2012-12-22,1,1,12,0,6,0,1,11,12,44,27,205,1544,1749,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
723,2012-12-23,1,1,12,0,0,0,1,10,13,52,9,408,1379,1787,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
724,2012-12-24,1,1,12,0,1,1,2,9,13,79,5,174,746,920,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
725,2012-12-25,1,1,12,1,2,0,2,12,15,73,11,440,573,1013,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
726,2012-12-26,1,1,12,0,3,1,3,10,11,82,21,9,432,441,Spring,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold
727,2012-12-27,1,1,12,0,4,1,2,10,11,65,23,247,1867,2114,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
728,2012-12-28,1,1,12,0,5,1,2,10,13,59,10,644,2451,3095,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
729,2012-12-29,1,1,12,0,6,0,2,10,12,75,8,159,1182,1341,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
730,2012-12-30,1,1,12,0,0,0,1,10,12,48,24,364,1432,1796,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
731,2012-12-31,1,1,12,0,1,1,2,9,11,58,10,439,2290,2729,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
