,Year_Birth,Education,Income,NumWebVisitsMonth,Total_Day,Total_Cmp,Total_Purchase,Total_Child,Cluster
1685,1991,Graduation,90273.0,2,197,4.0,19.0,0.0,4
1686,1962,PhD,82571.0,2,88,1.0,24.0,0.0,4
1687,1982,PhD,38513.0,8,152,1.0,17.0,1.0,1
1688,1979,Master,16653.0,6,72,1.0,9.0,1.0,0
1689,1955,Graduation,42586.0,8,608,1.0,16.0,2.0,1
1690,1965,Basic,23529.0,6,538,0.0,5.0,1.0,0
1691,1961,Master,74881.0,5,478,0.0,27.0,2.0,4
1692,1951,Graduation,71107.0,4,497,0.0,28.0,1.0,3
1693,1964,PhD,46910.0,6,98,0.0,7.0,2.0,2
1694,1959,Graduation,18690.0,8,548,0.0,5.0,0.0,0
1695,1955,Graduation,37244.0,7,428,1.0,5.0,2.0,1
1696,1966,Graduation,82427.0,1,109,1.0,21.0,0.0,4
1697,1958,2n Cycle,75342.0,4,419,0.0,18.0,1.0,4
1698,1954,Graduation,70044.0,5,496,0.0,26.0,1.0,3
1699,1967,Graduation,79146.0,6,66,0.0,19.0,2.0,4
1700,1963,Graduation,77437.0,1,215,1.0,23.0,0.0,4
1701,1959,Graduation,54984.0,7,36,1.0,17.0,1.0,2
1702,1971,PhD,42403.0,8,200,0.0,5.0,1.0,1
1703,1964,Graduation,55761.0,6,66,1.0,10.0,1.0,2
1704,1983,Graduation,37292.0,8,437,0.0,19.0,1.0,1
1705,1945,PhD,45576.0,8,32,1.0,8.0,0.0,2
1706,1947,Graduation,70321.0,4,529,1.0,25.0,0.0,3
1707,1969,PhD,58086.0,8,525,0.0,23.0,1.0,2
1708,1952,Graduation,81795.0,2,611,0.0,23.0,0.0,4
1709,1947,Basic,28389.0,7,586,0.0,4.0,0.0,0
1710,1946,Master,66835.0,2,274,0.0,24.0,0.0,3
1711,1969,Graduation,69901.0,5,396,0.0,23.0,1.0,3
1712,1949,PhD,80360.0,2,483,3.0,15.0,0.0,4
1713,1961,PhD,63342.0,6,621,2.0,19.0,1.0,3
1714,1974,Graduation,44989.0,6,655,0.0,16.0,1.0,2
1715,1980,2n Cycle,31859.0,7,122,0.0,5.0,1.0,1
1716,1949,PhD,51569.0,8,502,2.0,19.0,1.0,2
1717,1971,Graduation,30372.0,7,551,0.0,8.0,2.0,1
1718,1979,Basic,16014.0,3,469,0.0,10.0,2.0,0
1719,1968,Graduation,41120.0,6,235,0.0,9.0,2.0,1
1720,1971,Master,39763.0,9,329,1.0,10.0,1.0,1
1721,1955,PhD,38725.0,4,50,0.0,7.0,2.0,1
1722,1972,Graduation,77981.0,5,399,0.0,21.0,1.0,4
1723,1964,2n Cycle,62905.0,4,292,0.0,20.0,1.0,3
1724,1979,2n Cycle,13533.0,7,476,0.0,7.0,1.0,0
1725,1975,Graduation,59481.0,2,249,0.0,16.0,1.0,3
1726,1977,Graduation,72117.0,5,313,0.0,26.0,1.0,3
1727,1986,2n Cycle,21955.0,6,295,0.0,8.0,1.0,0
1728,1956,Graduation,67131.0,6,460,0.0,26.0,1.0,3
1729,1980,PhD,36802.0,5,13,0.0,5.0,1.0,1
1730,1982,Graduation,71853.0,1,417,0.0,17.0,0.0,3
1731,1961,Basic,28249.0,6,14,0.0,6.0,0.0,0
1732,1975,Master,47808.0,7,252,1.0,10.0,1.0,2
1733,1974,PhD,25509.0,9,649,1.0,9.0,1.0,0
1734,1946,PhD,51012.0,6,437,0.0,10.0,0.0,2
1735,1985,Graduation,70596.0,2,632,0.0,21.0,0.0,3
1736,1952,PhD,85431.0,0,386,0.0,17.0,0.0,4
1737,1967,Graduation,42664.0,6,103,0.0,5.0,1.0,1
1738,1955,Graduation,42586.0,8,608,1.0,16.0,2.0,1
1739,1985,Graduation,29760.0,8,669,0.0,12.0,1.0,1
1740,1977,PhD,28973.0,8,624,0.0,13.0,0.0,0
1741,1973,PhD,39435.0,7,327,0.0,7.0,1.0,1
1742,1984,2n Cycle,65370.0,1,332,0.0,19.0,0.0,3
1743,1979,Basic,20194.0,6,559,0.0,7.0,1.0,0
1744,1976,PhD,42473.0,5,132,0.0,10.0,2.0,1
1745,1968,Graduation,64590.0,6,623,0.0,24.0,0.0,3
1746,1959,Graduation,71232.0,7,213,0.0,25.0,1.0,3
1747,1971,Graduation,34600.0,8,544,1.0,17.0,2.0,1
1748,1967,Graduation,46904.0,8,603,0.0,14.0,2.0,2
1749,1973,Graduation,49094.0,6,646,0.0,20.0,1.0,2
1750,1983,Graduation,36075.0,6,202,0.0,7.0,1.0,1
1751,1979,2n Cycle,60839.0,8,670,0.0,29.0,2.0,3
1752,1979,Graduation,77298.0,3,239,0.0,24.0,1.0,4
1753,1950,Graduation,34026.0,5,328,0.0,9.0,2.0,1
1754,1963,PhD,48918.0,4,78,0.0,7.0,2.0,2
1755,1962,2n Cycle,82122.0,1,318,1.0,26.0,0.0,4
1756,1976,Graduation,37697.0,6,142,0.0,7.0,1.0,1
1757,1952,Graduation,34074.0,6,351,1.0,14.0,2.0,1
1758,1960,Master,28520.0,6,380,0.0,5.0,2.0,0
1759,1955,Graduation,62535.0,3,269,0.0,14.0,1.0,3
1760,1977,Master,36273.0,6,74,0.0,8.0,1.0,1
1761,1964,Graduation,63404.0,4,23,1.0,15.0,2.0,3
1762,1981,2n Cycle,75774.0,4,58,0.0,21.0,1.0,4
1763,1976,Graduation,78416.0,3,2,0.0,26.0,1.0,4
1764,1974,Graduation,75702.0,6,623,1.0,29.0,1.0,4
1765,1951,Master,59385.0,5,427,0.0,10.0,2.0,3
1766,1966,Graduation,37070.0,7,466,1.0,23.0,2.0,1
1767,1951,Graduation,44689.0,7,170,1.0,6.0,2.0,2
1768,1958,Graduation,53977.0,5,386,0.0,27.0,1.0,2
1769,1966,PhD,7144.0,0,204,0.0,25.0,2.0,0
1770,1964,Graduation,18701.0,5,390,0.0,10.0,2.0,0
1771,1956,Graduation,90369.0,1,62,1.0,17.0,0.0,4
1772,1974,PhD,63159.0,3,601,1.0,17.0,0.0,3
1773,1966,Graduation,37758.0,8,633,0.0,6.0,2.0,1
1774,1963,PhD,46757.0,9,590,0.0,21.0,1.0,2
1775,1969,Master,79734.0,1,1,1.0,14.0,0.0,4
1776,1992,Graduation,63207.0,7,525,1.0,12.0,0.0,3
1777,1954,Graduation,72071.0,2,500,0.0,20.0,1.0,3
1778,1983,PhD,21840.0,9,343,0.0,5.0,1.0,0
1779,1982,2n Cycle,58582.0,5,274,1.0,22.0,1.0,2
1780,1951,Graduation,72282.0,7,345,1.0,22.0,0.0,3
1781,1956,Graduation,50387.0,5,302,0.0,19.0,2.0,2
1782,1961,PhD,32583.0,7,14,0.0,4.0,2.0,1
1783,1962,Graduation,62568.0,4,83,1.0,16.0,1.0,3
1784,1971,Master,44635.0,7,261,0.0,7.0,2.0,2
1785,1971,Master,33316.0,6,268,0.0,10.0,2.0,1
1786,1968,Graduation,63967.0,2,324,0.0,23.0,1.0,3
1787,1978,2n Cycle,52513.0,7,663,0.0,25.0,0.0,2
1788,1969,Graduation,25293.0,8,287,0.0,5.0,1.0,0
1789,1965,PhD,54111.0,5,308,0.0,15.0,1.0,2
1790,1986,Graduation,78394.0,2,499,1.0,16.0,0.0,4
1791,1958,Master,80739.0,1,402,0.0,24.0,0.0,4
1792,1975,Master,22669.0,9,403,1.0,10.0,1.0,0
1793,1987,Graduation,29236.0,9,264,0.0,9.0,1.0,1
1794,1959,Graduation,44911.0,7,471,0.0,12.0,1.0,2
1795,1962,PhD,54693.0,6,497,0.0,31.0,1.0,2
1796,1974,Graduation,48186.0,7,101,0.0,12.0,1.0,2
1797,1977,Graduation,54809.0,4,291,1.0,12.0,2.0,2
1798,1978,Graduation,41580.0,5,566,0.0,9.0,2.0,1
1799,1970,PhD,80336.0,1,293,0.0,25.0,0.0,4
1800,1957,Graduation,47743.0,6,464,1.0,14.0,1.0,2
1801,1955,2n Cycle,62972.0,6,695,0.0,16.0,1.0,3
1802,1954,PhD,57333.0,6,645,1.0,33.0,1.0,2
1803,1982,PhD,32313.0,9,503,0.0,11.0,1.0,1
1804,1953,Master,84953.0,2,391,4.0,18.0,0.0,4
1805,1968,Master,27071.0,6,67,0.0,7.0,1.0,0
1806,1957,Master,68148.0,2,302,0.0,15.0,0.0,3
1807,1965,Master,65735.0,7,204,0.0,19.0,2.0,3
1808,1975,PhD,86836.0,5,655,4.0,23.0,0.0,4
1809,1990,Graduation,30093.0,7,356,0.0,6.0,0.0,1
1810,1966,PhD,57705.0,6,169,0.0,18.0,1.0,2
1811,1988,Graduation,25008.0,8,147,0.0,6.0,1.0,0
1812,1995,2n Cycle,83257.0,6,649,3.0,28.0,0.0,4
1813,1975,Graduation,22280.0,8,406,0.0,4.0,1.0,0
1814,1978,PhD,72159.0,2,608,0.0,21.0,0.0,3
1815,1961,Graduation,64260.0,3,534,1.0,14.0,0.0,3
1816,1984,PhD,82733.0,4,292,1.0,20.0,0.0,4
1817,1971,Master,74290.0,6,321,2.0,32.0,1.0,4
1818,1951,Master,58217.0,6,589,0.0,7.0,3.0,2
1819,1976,Master,21024.0,7,360,0.0,7.0,0.0,0
1820,1972,PhD,70116.0,1,519,0.0,23.0,0.0,3
1821,1985,Graduation,54006.0,7,649,0.0,18.0,1.0,2
1822,1966,PhD,69063.0,3,599,0.0,14.0,1.0,3
1823,1975,2n Cycle,11448.0,6,196,0.0,4.0,0.0,0
1824,1979,Graduation,61825.0,4,326,0.0,15.0,1.0,3
1825,1971,Graduation,70886.0,2,258,0.0,14.0,1.0,3
1826,1982,Graduation,69109.0,4,597,2.0,20.0,0.0,3
1827,1973,Graduation,60208.0,7,630,2.0,29.0,2.0,3
1828,1968,Master,32889.0,5,296,0.0,9.0,2.0,1
1829,1984,Graduation,34738.0,6,49,0.0,5.0,1.0,1
1830,1971,Master,30538.0,10,636,0.0,17.0,1.0,1
1831,1977,2n Cycle,82326.0,2,111,4.0,22.0,0.0,4
1832,1967,PhD,26642.0,6,120,0.0,7.0,1.0,0
1833,1964,Graduation,69932.0,4,382,0.0,26.0,1.0,3
1834,1972,Graduation,44503.0,6,74,0.0,7.0,2.0,2
1835,1948,PhD,60200.0,6,543,0.0,25.0,1.0,3
1836,1952,Graduation,49638.0,2,71,0.0,5.0,1.0,2
1837,1987,2n Cycle,23830.0,7,142,0.0,5.0,0.0,0
1838,1959,Master,33051.0,9,682,1.0,21.0,0.0,1
1839,1958,Graduation,72905.0,1,159,1.0,20.0,0.0,3
1840,1951,PhD,69702.0,4,495,0.0,26.0,1.0,3
1841,1975,Graduation,70300.0,8,349,0.0,26.0,1.0,3
1842,1984,PhD,70643.0,6,622,1.0,18.0,0.0,3
1843,1969,PhD,30396.0,7,60,2.0,6.0,1.0,1
1844,1968,PhD,50616.0,7,72,0.0,10.0,1.0,2
1845,1969,Master,62772.0,2,406,1.0,23.0,1.0,3
1846,1985,PhD,30298.0,3,41,0.0,6.0,0.0,1
1847,1984,Graduation,52413.0,7,603,0.0,17.0,1.0,2
1848,1957,PhD,44155.0,4,161,0.0,5.0,2.0,2
1849,1971,PhD,86979.0,2,234,2.0,16.0,0.0,4
1850,1975,Graduation,76532.0,5,293,0.0,25.0,2.0,4
1851,1982,Graduation,42081.0,6,488,1.0,15.0,1.0,1
1852,1988,PhD,67546.0,3,667,0.0,20.0,0.0,3
1853,1989,Master,88420.0,1,58,3.0,20.0,0.0,4
1854,1985,Graduation,31158.0,8,518,0.0,7.0,1.0,1
1855,1968,Graduation,61671.0,8,26,2.0,28.0,1.0,3
1856,1974,Graduation,69719.0,1,34,0.0,11.0,0.0,3
1857,1949,Graduation,49160.0,6,252,0.0,12.0,1.0,2
1858,1978,Basic,24882.0,6,658,1.0,5.0,1.0,0
1859,1954,PhD,90933.0,1,90,1.0,15.0,0.0,4
1860,1945,PhD,113734.0,1,32,0.0,27.0,0.0,4
1861,1950,PhD,59292.0,3,381,0.0,18.0,1.0,3
1862,1964,PhD,45759.0,7,491,0.0,7.0,2.0,2
1863,1983,Graduation,22148.0,7,77,0.0,5.0,0.0,0
1864,1987,Master,73395.0,2,103,0.0,15.0,0.0,3
1865,1971,Graduation,29819.0,6,248,0.0,9.0,1.0,1
1866,1968,Graduation,45688.0,4,155,1.0,14.0,1.0,2
1867,1954,Graduation,62820.0,1,414,0.0,14.0,0.0,3
1868,1971,PhD,60491.0,5,296,0.0,28.0,1.0,3
1869,1986,Graduation,33235.0,7,144,0.0,7.0,1.0,1
1870,1959,Graduation,35701.0,6,467,0.0,5.0,0.0,1
1871,1980,Master,31535.0,7,276,1.0,5.0,1.0,1
1872,1960,2n Cycle,92556.0,0,70,0.0,21.0,0.0,4
1873,1970,Graduation,67384.0,5,596,1.0,22.0,1.0,3
1874,1971,Master,80573.0,2,623,0.0,24.0,0.0,4
1875,1967,Graduation,77870.0,8,676,3.0,18.0,1.0,4
1876,1963,PhD,52278.0,8,520,0.0,31.0,1.0,2
1877,1968,Graduation,57107.0,8,674,3.0,23.0,1.0,2
1878,1990,Graduation,18929.0,6,498,0.0,6.0,0.0,0
1879,1981,PhD,36038.0,6,394,0.0,8.0,1.0,1
1880,1976,Graduation,20180.0,7,494,0.0,8.0,0.0,0
1881,1965,PhD,34230.0,7,550,0.0,4.0,2.0,1
1882,1977,2n Cycle,31878.0,3,7,0.0,6.0,1.0,1
1883,1972,2n Cycle,70932.0,3,161,0.0,22.0,1.0,3
1884,1956,Graduation,91249.0,4,617,5.0,22.0,0.0,4
1885,1943,Master,77598.0,3,271,1.0,26.0,0.0,4
1886,1959,Graduation,80982.0,5,537,0.0,30.0,2.0,4
1887,1977,Master,22701.0,5,297,0.0,5.0,1.0,0
1888,1969,PhD,55212.0,8,583,2.0,20.0,1.0,2
1889,1970,Graduation,70617.0,2,371,0.0,14.0,0.0,3
1890,1957,Graduation,64849.0,5,593,1.0,19.0,0.0,3
1891,1965,Master,62694.0,7,377,0.0,24.0,2.0,3
1892,1974,PhD,61917.0,5,221,0.0,7.0,2.0,3
1893,1947,PhD,67472.0,3,274,0.0,15.0,1.0,3
1894,1982,Master,21059.0,6,173,0.0,9.0,1.0,0
1895,1968,Master,29543.0,7,89,0.0,8.0,2.0,1
1896,1951,Graduation,75903.0,3,447,0.0,23.0,1.0,4
1897,1975,2n Cycle,34984.0,7,661,0.0,6.0,2.0,1
1898,1956,PhD,54998.0,4,476,1.0,20.0,1.0,2
1899,1949,PhD,54356.0,8,587,1.0,24.0,1.0,2
1900,1959,Master,34242.0,5,98,0.0,4.0,1.0,1
1901,1973,Graduation,25410.0,4,302,0.0,6.0,1.0,0
1902,1984,PhD,73356.0,2,143,4.0,22.0,0.0,3
1903,1950,Graduation,28320.0,8,531,0.0,5.0,1.0,0
1904,1977,Graduation,23763.0,7,691,0.0,5.0,1.0,0
1905,1984,Graduation,72570.0,1,65,0.0,23.0,0.0,3
1906,1976,Master,34529.0,7,653,0.0,9.0,1.0,1
1907,1951,Graduation,70792.0,3,508,0.0,19.0,0.0,3
1908,1982,Graduation,63211.0,2,604,1.0,20.0,0.0,3
1909,1974,Master,83891.0,1,9,0.0,22.0,1.0,4
1910,1968,Graduation,36065.0,8,455,0.0,9.0,2.0,1
1911,1954,Graduation,39898.0,7,502,0.0,9.0,1.0,1
1912,1940,PhD,51141.0,5,356,0.0,9.0,0.0,2
1913,1976,Graduation,56939.0,3,284,0.0,18.0,1.0,2
1914,1951,Graduation,80872.0,1,48,0.0,19.0,0.0,4
1915,1976,PhD,72335.0,8,685,1.0,23.0,0.0,3
1916,1964,PhD,61798.0,4,218,0.0,16.0,0.0,3
1917,1950,PhD,76842.0,0,57,0.0,17.0,0.0,4
1918,1976,Graduation,29478.0,6,163,0.0,5.0,1.0,1
1919,1956,Graduation,46998.0,7,615,1.0,18.0,1.0,2
1920,1990,Graduation,96843.0,2,432,2.0,28.0,0.0,4
1921,1950,PhD,56551.0,4,53,0.0,10.0,2.0,2
1922,1965,Master,70053.0,5,361,0.0,26.0,1.0,3
1923,1962,PhD,71670.0,6,355,4.0,15.0,0.0,3
1924,1978,Graduation,44359.0,3,12,0.0,9.0,2.0,2
1925,1952,Graduation,40887.0,9,419,1.0,10.0,2.0,1
1926,1966,Graduation,48877.0,7,175,0.0,8.0,1.0,2
1927,1947,Graduation,74485.0,3,309,0.0,26.0,0.0,4
1928,1972,Graduation,64474.0,5,250,0.0,22.0,1.0,3
1929,1963,Graduation,77226.0,3,121,0.0,28.0,1.0,4
1930,1949,Graduation,72643.0,2,487,2.0,21.0,0.0,3
1931,1978,Master,85738.0,1,157,2.0,21.0,0.0,4
1932,1966,Graduation,55686.0,4,500,1.0,16.0,1.0,2
1933,1983,Graduation,39062.0,4,96,1.0,5.0,1.0,1
1934,1971,Graduation,34600.0,8,544,1.0,17.0,2.0,1
1935,1975,Graduation,40794.0,7,448,0.0,16.0,1.0,1
1936,1971,2n Cycle,54690.0,3,234,0.0,12.0,2.0,2
1937,1969,Graduation,4428.0,1,267,0.0,25.0,1.0,0
1938,1963,2n Cycle,32632.0,5,696,0.0,18.0,0.0,1
1939,1968,PhD,38236.0,7,282,0.0,11.0,2.0,1
1940,1979,Graduation,36781.0,8,80,1.0,6.0,1.0,1
1941,1984,Master,31385.0,8,571,2.0,4.0,1.0,1
1942,1984,Graduation,24570.0,9,487,0.0,11.0,1.0,0
1943,1974,PhD,25509.0,9,649,1.0,9.0,1.0,0
1944,1951,Graduation,94642.0,1,137,2.0,21.0,0.0,4
1945,1962,Master,58646.0,4,384,0.0,8.0,1.0,2
1946,1975,Graduation,53201.0,7,502,0.0,22.0,2.0,2
1947,1957,Graduation,21994.0,5,552,0.0,4.0,1.0,0
1948,1978,Graduation,57113.0,7,508,0.0,16.0,2.0,2
1949,1991,Graduation,51373.0,4,372,0.0,12.0,0.0,2
1950,1986,Graduation,23477.0,8,251,0.0,10.0,1.0,0
1951,1956,Graduation,58116.0,2,77,0.0,16.0,1.0,2
1952,1963,PhD,72968.0,3,195,2.0,19.0,0.0,3
1953,1971,Master,39791.0,7,458,0.0,10.0,1.0,1
1954,1947,Master,91712.0,3,255,2.0,27.0,0.0,4
1955,1958,Graduation,94472.0,5,87,2.0,16.0,1.0,4
1956,1960,Graduation,13672.0,8,438,0.0,6.0,2.0,0
1957,1980,2n Cycle,96547.0,2,37,4.0,21.0,0.0,4
1958,1975,Graduation,79205.0,4,669,2.0,16.0,0.0,4
1959,1975,PhD,56559.0,4,551,0.0,18.0,1.0,2
1960,1973,PhD,32644.0,8,529,1.0,18.0,1.0,1
1961,1980,2n Cycle,67506.0,3,178,0.0,12.0,1.0,3
1962,1970,Graduation,24206.0,6,478,0.0,5.0,1.0,0
1963,1967,PhD,28420.0,6,187,0.0,4.0,1.0,0
1964,1970,Graduation,22979.0,8,661,1.0,10.0,1.0,0
1965,1966,Graduation,33279.0,3,17,0.0,4.0,0.0,1
1966,1972,Master,46423.0,7,284,0.0,9.0,2.0,2
1967,1977,Graduation,30368.0,8,234,0.0,7.0,1.0,1
1968,1970,Graduation,63684.0,5,580,0.0,23.0,1.0,3
1969,1964,Graduation,41638.0,8,501,1.0,17.0,1.0,1
1970,1959,PhD,68805.0,2,285,0.0,12.0,1.0,3
1971,1966,PhD,65814.0,5,119,0.0,23.0,1.0,3
1972,1958,Graduation,71964.0,3,405,0.0,17.0,0.0,3
1973,1986,Graduation,39146.0,8,500,0.0,11.0,1.0,1
1974,1977,Graduation,96876.0,2,327,4.0,24.0,0.0,4
1975,1981,Basic,34445.0,9,518,0.0,27.0,0.0,1
1976,1958,Graduation,68281.0,5,691,1.0,25.0,0.0,3
1977,1975,2n Cycle,37284.0,6,457,0.0,4.0,2.0,1
1978,1983,Graduation,36790.0,9,485,1.0,6.0,0.0,1
1979,1967,Graduation,27943.0,8,440,0.0,8.0,2.0,0
1980,1951,Graduation,22263.0,6,91,0.0,6.0,2.0,0
1981,1972,Graduation,30261.0,8,642,0.0,4.0,3.0,1
1982,1978,Graduation,28587.0,6,137,0.0,9.0,1.0,0
1983,1982,Master,43815.0,6,450,0.0,6.0,1.0,1
1984,1956,Graduation,48195.0,6,159,0.0,17.0,2.0,2
1985,1952,Master,77027.0,4,144,0.0,19.0,1.0,4
1986,1965,PhD,71322.0,4,498,0.0,28.0,1.0,3
1987,1979,Master,32765.0,5,126,0.0,8.0,1.0,1
1988,1965,Graduation,29672.0,6,474,0.0,4.0,2.0,1
1989,1953,Graduation,23272.0,4,255,0.0,5.0,0.0,0
1990,1949,Master,49912.0,8,660,2.0,26.0,1.0,2
1991,1985,2n Cycle,7500.0,9,697,0.0,10.0,1.0,0
1992,1947,PhD,68117.0,6,476,2.0,25.0,1.0,3
1993,1955,Graduation,67225.0,5,215,0.0,23.0,1.0,3
1994,1976,Graduation,17649.0,8,229,0.0,9.0,1.0,0
1995,1975,Graduation,55914.0,7,426,0.0,29.0,1.0,2
1996,1984,Graduation,40059.0,8,274,1.0,12.0,1.0,1
1997,1950,Graduation,60905.0,2,206,0.0,15.0,1.0,3
1998,1977,Graduation,75330.0,6,633,0.0,29.0,2.0,4
1999,1951,Graduation,60689.0,3,393,0.0,22.0,1.0,3
2000,1984,Graduation,38680.0,7,458,0.0,6.0,1.0,1
2001,1982,Graduation,61416.0,6,506,1.0,24.0,0.0,3
2002,1991,Graduation,49767.0,4,423,0.0,18.0,0.0,2
2003,1970,Graduation,83273.0,7,642,0.0,29.0,3.0,4
2004,1981,Graduation,29009.0,6,212,0.0,7.0,1.0,0
2005,1979,Master,45057.0,5,210,0.0,6.0,1.0,2
2006,1971,Graduation,37150.0,7,656,0.0,21.0,1.0,1
2007,1970,Graduation,43020.0,6,211,0.0,12.0,1.0,1
2008,1959,Graduation,53154.0,4,20,0.0,9.0,1.0,2
2009,1973,Graduation,65308.0,4,291,2.0,28.0,0.0,3
2010,1970,Graduation,76467.0,6,681,1.0,14.0,1.0,4
2011,1947,2n Cycle,81044.0,1,184,0.0,22.0,0.0,4
2012,1951,Graduation,32871.0,4,477,0.0,5.0,2.0,1
2013,1975,Graduation,55801.0,7,280,1.0,21.0,2.0,2
2014,1959,Graduation,76320.0,2,7,0.0,15.0,1.0,4
2015,1955,Master,36927.0,8,27,0.0,8.0,2.0,1
2016,1953,Graduation,48794.0,4,3,0.0,5.0,2.0,2
2017,1965,Graduation,23478.0,8,467,0.0,7.0,0.0,0
2018,1973,Graduation,71128.0,7,631,0.0,27.0,1.0,3
2019,1976,PhD,70179.0,5,343,0.0,26.0,1.0,3
2020,1950,Graduation,59462.0,7,540,0.0,25.0,1.0,3
2021,1969,Graduation,38361.0,7,184,0.0,10.0,1.0,1
2022,1982,PhD,70038.0,2,247,0.0,17.0,0.0,3
2023,1978,Graduation,42554.0,4,533,0.0,7.0,2.0,1
2024,1974,Graduation,67445.0,6,686,0.0,32.0,1.0,3
2025,1951,Graduation,67046.0,2,539,0.0,15.0,1.0,3
2026,1948,Graduation,42192.0,4,296,0.0,7.0,0.0,1
2027,1952,PhD,77610.0,7,608,0.0,17.0,1.0,4
2028,1984,Graduation,31761.0,5,85,0.0,9.0,1.0,1
2029,1979,Graduation,34350.0,7,253,0.0,5.0,1.0,1
2030,1949,Graduation,54591.0,5,328,0.0,19.0,1.0,2
2031,1956,Graduation,71866.0,3,186,0.0,20.0,1.0,3
2032,1969,Graduation,25293.0,8,287,0.0,5.0,1.0,0
2033,1987,PhD,42000.0,5,535,1.0,20.0,0.0,1
2034,1983,Graduation,69520.0,5,357,0.0,21.0,0.0,3
2035,1970,Graduation,64713.0,4,142,1.0,19.0,1.0,3
2036,1977,Master,27889.0,6,359,0.0,5.0,1.0,0
2037,1960,Basic,22123.0,5,94,0.0,7.0,0.0,0
2038,1973,Graduation,27803.0,8,672,0.0,9.0,1.0,0
2039,1960,Graduation,51651.0,8,599,0.0,17.0,1.0,2
2040,1988,Graduation,68487.0,4,532,0.0,30.0,0.0,3
2041,1969,Graduation,56796.0,7,498,0.0,27.0,1.0,2
2042,1992,2n Cycle,87000.0,2,561,0.0,18.0,0.0,4
2043,1959,Graduation,79823.0,2,90,1.0,23.0,1.0,4
2044,1980,Graduation,30828.0,3,268,0.0,8.0,1.0,1
2045,1971,Master,34109.0,4,235,0.0,4.0,1.0,1
2046,1974,Master,53367.0,7,302,1.0,21.0,2.0,2
2047,1969,Basic,22390.0,7,251,0.0,4.0,0.0,0
2048,1976,Graduation,71322.0,2,58,0.0,13.0,1.0,3
2049,1993,Graduation,79244.0,1,557,3.0,22.0,0.0,4
2050,1949,Master,49912.0,8,660,2.0,26.0,1.0,2
2051,1950,PhD,48699.0,5,404,0.0,5.0,2.0,2
2052,1975,Graduation,80144.0,1,272,0.0,19.0,0.0,4
2053,1956,Graduation,54252.0,6,397,0.0,15.0,2.0,2
2054,1976,Master,81929.0,6,638,3.0,20.0,1.0,4
2055,1975,Graduation,76068.0,6,577,2.0,10.0,1.0,4
2056,1976,Master,53204.0,4,101,0.0,5.0,2.0,2
2057,1949,PhD,67911.0,3,38,0.0,27.0,1.0,3
2058,1984,2n Cycle,14796.0,9,650,1.0,6.0,1.0,0
2059,1974,PhD,78128.0,3,130,2.0,20.0,1.0,4
2060,1972,Basic,14188.0,6,486,0.0,7.0,0.0,0
2061,1986,Basic,20425.0,7,608,0.0,7.0,1.0,0
2062,1962,Master,58646.0,4,384,0.0,8.0,1.0,2
2063,1970,Graduation,72967.0,5,561,2.0,19.0,1.0,3
2064,1949,Master,48150.0,7,386,0.0,13.0,1.0,2
2065,1961,Graduation,82332.0,2,650,2.0,21.0,0.0,4
2066,1955,Graduation,58275.0,7,392,0.0,23.0,2.0,2
2067,1981,PhD,44953.0,6,555,1.0,24.0,0.0,2
2068,1953,Graduation,34587.0,4,44,0.0,6.0,2.0,1
2069,1974,Master,43018.0,5,240,0.0,7.0,1.0,1
2070,1954,Master,45736.0,7,340,0.0,19.0,1.0,2
2071,1969,Master,66476.0,4,207,0.0,26.0,1.0,3
2072,1981,2n Cycle,27733.0,7,307,0.0,7.0,1.0,0
2073,1952,PhD,69805.0,2,159,0.0,27.0,1.0,3
2074,1962,Master,72217.0,2,445,0.0,22.0,0.0,3
2075,1971,Graduation,25818.0,7,619,0.0,4.0,1.0,0
2076,1976,Master,37509.0,7,655,0.0,9.0,1.0,1
2077,1976,2n Cycle,25176.0,7,323,0.0,4.0,2.0,0
2078,1980,Graduation,43586.0,8,668,0.0,10.0,1.0,1
2079,1956,2n Cycle,53230.0,5,695,0.0,23.0,1.0,2
2080,1957,Graduation,50116.0,5,9,1.0,7.0,2.0,2
2081,1972,Graduation,84906.0,2,268,3.0,24.0,0.0,4
2082,1966,Graduation,61286.0,5,331,0.0,18.0,1.0,3
2083,1986,PhD,82333.0,2,456,2.0,18.0,0.0,4
2084,1965,PhD,65220.0,6,664,1.0,23.0,0.0,3
2085,1974,Graduation,33590.0,7,238,0.0,4.0,3.0,1
2086,1976,Graduation,30992.0,7,433,0.0,5.0,1.0,1
2087,1976,Master,72309.0,3,475,2.0,20.0,0.0,3
2088,1980,Basic,16005.0,8,684,0.0,8.0,1.0,0
2089,1957,Master,65487.0,2,170,0.0,17.0,0.0,3
2090,1965,Graduation,58692.0,7,84,0.0,15.0,1.0,2
2091,1969,Graduation,40590.0,6,270,1.0,15.0,2.0,1
2092,1970,Graduation,20587.0,7,49,0.0,5.0,1.0,0
2093,1954,Master,62637.0,2,120,0.0,10.0,1.0,3
2094,1966,Master,29435.0,9,692,1.0,11.0,2.0,1
2095,1974,Graduation,19346.0,8,150,0.0,5.0,1.0,0
2096,1971,Graduation,35788.0,6,157,0.0,7.0,2.0,1
2097,1968,Graduation,36997.0,5,513,0.0,12.0,2.0,1
2098,1957,Graduation,23539.0,6,121,0.0,7.0,0.0,0
